"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"114","122.93515682028017","61.86959960518753","4.9565993467317355","-0.3061319026371913","0.00649999999999995","0.007199999999999984","0.0058","1400","0.0001567911455065247","0.0001567911455065247","0.0001567911455065247","114_115:0.008237214195742554;114_113:0.005611525807313472","114_115:660;114_113:660","true"
"115","262.4824921651343","231.1323646900332","4.861294140492922","-0.3074906249301007","0.009400000000000075","0.009","0.009800000000000031","1400","0.0001287152514336384","0.0001287152514336384","0.0001287152514336384","115_116:0.006135948357954946","115_116:660","true"
"116","213.67664804848332","260.4955901762235","4.9257477459096854","-0.30611575224355886","0.03749999999999998","0.04239999999999999","0.0326","1400","0.0002453980351051483","0.0002453980351051483","0.0002453980351051483","116_117:0.007488351566981716","116_117:660","true"
"117","153.2850601765226","59.20029295240272","4.826844963790922","-0.307647357570589","0.01319999999999999","0.012199999999999989","0.0142","1400","0.0005306439774495689","0.0005306439774495689","0.0005306439774495689","117_118:1","117_118:660","true"
"118","172.87312491120963","14.653823743172703","4.999673755601566","-0.2837864146340105","0.43999999999999995","0.3466666666666667","0.5333333333333333","1400","0.0034467947539888306","0.0034467947539888306","0.0034467947539888306","","","true"
"119","242.03556343127644","37.53004691351565","4.684371112255346","-0.31156380867939937","0.345","0.3633333333333333","0.32666666666666666","1400","0.0004741028380824152","0.0004741028380824152","0.0004741028380824152","119_118:1","119_118:660","true"
"120","210.21470738350948","90.41087444272883","4.871156078034145","-0.3070908094384928","0.12460000000000004","0.1784","0.07079999999999997","1400","0.0005073031132343579","0.0005073031132343579","0.0005073031132343579","120_121:0.009506769850183283;120_119:0.010957116843621328","120_121:660;120_119:660","true"
"121","258.9147958370654","92.55992084059537","5.0693649150959805","-0.3048890858354447","0.02190000000000003","0.025800000000000045","0.018","1400","0.0001564567960757821","0.0001564567960757821","0.0001564567960757821","121_122:0.007719489524669831","121_122:660","true"
"122","177.07666658116264","263.9147206850821","4.880452540577841","-0.30676936019588796","0.05833333333333335","0.03","0.08666666666666667","1400","0.00019745844878075967","0.00019745844878075967","0.00019745844878075967","122_111:0.08999220849713424","122_111:660","true"
"123","208.3548408521419","245.38612762346082","5.0585647123415605","-0.3044524112728942","0.013700000000000045","0.009","0.018399999999999972","1400","0.00013399776096791115","0.00013399776096791115","0.00013399776096791115","123_122:0.005047136702270111;123_124:0.004818175368662997","123_122:660;123_124:660","true"
"124","122.96234069397586","238.34490684309608","4.846349763533341","-0.30693185637104947","0.04360000000000008","0.061000000000000054","0.0262","1400","0.00014458200635422797","0.00014458200635422797","0.00014458200635422797","","","true"
"125","258.39231880068405","228.67495854761762","5.04290027280489","-0.30464499216097907","0.04369999999999996","0.04059999999999997","0.0468","1400","0.00016182675321315052","0.00016182675321315052","0.00016182675321315052","125_126:0.008484176285368572;125_124:0.005524985529187926","125_126:660;125_124:660","true"
"126","271.6813512154734","108.31450208607484","4.993305675956572","-0.30499159890695277","0.016999999999999904","0.0176","0.01639999999999997","1400","0.0003022244041294931","0.0003022244041294931","0.0003022244041294931","126_112:0.00980643127394018","126_112:660","true"
