"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"10","256.8928055840519","262.8902751282684","4.669416011631302","0","0.06430000000000002","0.0674","0.06120000000000003","1400","0.00013575919932953663","0.00013575919932953663","0.00013575919932953663","","","true"
"11","317.6035961381034","439.7769333888442","4.725306818677302","-0.3101830225622285","0.06390000000000007","0.0706","0.0572","1400","0.0005008275166165907","0.0005008275166165907","0.0005008275166165907","11_10:0.007534824891678588","11_10:660","true"
"12","298.16306360796466","112.45532573364531","4.68291223394887","-0.31013218093198514","0.022499999999999964","0.0234","0.021599999999999953","1400","0.00016457054769792405","0.00016457054769792405","0.00016457054769792405","12_11:0.009668872674535256","12_11:660","true"
"13","261.9396409422983","94.38416444129113","4.729960965621962","0","0.005099999999999993","0.0072","0.0030000000000000027","1400","0.0004916492316269861","0.0004916492316269861","0.0004916492316269861","13_12:0.005942575771767933","13_12:660","true"
"14","183.10831950304853","19.412156910980137","4.740323405911156","-0.31041215354308554","0.09929999999999994","0.08299999999999996","0.1156","1400","0.0002581946346065324","0.0002581946346065324","0.0002581946346065324","14_0:0.008090183783441118;14_18:0.007140144746691751","14_0:660;14_18:660","true"
"15","483.8370238239811","226.37919826676966","4.669104608327648","-0.31131069353860613","0.012499999999999956","0.010000000000000009","0.015","1400","0.00018872919498947403","0.00018872919498947403","0.00018872919498947403","15_4:0.011704625412290892","15_4:660","true"
"16","7.717159571191255","332.4258176295806","4.686079832907678","0","0.4387","0.4468","0.4306","1400","0.046165690727967064","0.046165690727967064","0.046165690727967064","16_26:1","16_26:660","true"
"17","255.63541160740508","222.0644560021533","4.880472441529974","-0.30671781899604517","0.03309999999999991","0.035599999999999965","0.0306","1400","0.00014137042198257156","0.00014137042198257156","0.00014137042198257156","17_12:0.004124134824264131;17_30:0.005322379874339478","17_12:660;17_30:660","true"
"18","199.57906367217453","56.78812160334522","4.6526662939861945","-0.3108671975016885","0.0042999999999999705","0.0044","0.0041999999999999815","1400","0.00014111680410225824","0.00014111680410225824","0.00014111680410225824","18_19:0.021484633226407868","18_19:660","true"
"19","297.2813606148587","148.535704976343","4.878880390266689","-0.30848203027556864","0.014499999999999957","0.02180000000000004","0.0072","1400","0.0020814870588460035","0.0020814870588460035","0.0020814870588460035","","","true"
"20","399.2905074827094","167.25321111213322","4.650831443152732","-0.31198978446892245","0.01970000000000005","0.018","0.021399999999999975","1400","0.00014950527733202825","0.00014950527733202825","0.00014950527733202825","20_19:0.018161954628114957","20_19:748","true"
"21","304.53841140046495","129.46984504665593","4.568037818139983","0","0.016800000000000037","0.02300000000000002","0.0106","1400","0.0003162957085412678","0.0003162957085412678","0.0003162957085412678","21_20:0.005110480868999373;21_22:0.005040050342273478","21_20:660;21_22:660","true"
"22","367.40640877616613","253.43128686769495","4.768023855562492","-0.31007976218914873","0.07999999999999996","0.08399999999999996","0.076","1400","0.00011621769930060234","0.00011621769930060234","0.00011621769930060234","22_15:0.0047465552904412955","22_15:660","true"
"23","231.56706486952132","63.896154760500536","4.82603863905447","-0.30896459047936825","0.005600000000000049","0.006399999999999961","0.0048","1400","0.00032414167722579705","0.00032414167722579705","0.00032414167722579705","23_22:0.007910774564619916","23_22:660","true"
"24","193.95790664464212","195.6270660209787","5.019750866633342","-0.30541425054676014","0.008199999999999985","0.010199999999999987","0.0062","1400","0.00015278400307952407","0.00015278400307952407","0.00015278400307952407","24_34:0.008821720908674863;24_23:0.020049884896408965;24_25:0.004494981199671594","24_34:660;24_23:660;24_25:660","true"
"25","242.6930801484166","195.4048438250307","4.84181906663999","-0.3086237066221388","0.0027999999999999137","0.0032","0.0023999999999999577","1400","0.00019325956082124493","0.00019325956082124493","0.00019325956082124493","25_26:0.004374646445928304","25_26:660","true"
"26","33.74666925920473","13.601068384901623","4.763749497915564","-0.30945351875840205","0.010199999999999987","0.0124","0.008000000000000007","1400","0.0011325972793372642","0.0011325972793372642","0.0011325972793372642","","","true"
"27","354.033978879893","164.0925162252036","4.886548907153413","0","0.013299999999999979","0.011199999999999988","0.0154","1400","0.00017960731542013945","0.00017960731542013945","0.00017960731542013945","27_28:0.004182062530154879;27_26:0.0035153666636008607","27_28:660;27_26:660","true"
"28","258.8041823608033","44.06002883487418","4.701221019486832","-0.3099488275329216","0.0033999999999999586","0.0043999999999999595","0.0024","1400","0.0003495520335940434","0.0003495520335940434","0.0003495520335940434","28_35:0.014588720808597383;28_29:0.004461761176697332","28_35:660;28_29:660","true"
"29","391.4365532463171","296.70546034947625","4.744287567777789","-0.31029420415842046","0.0045999999999999375","0.006399999999999961","0.0028","1400","0.00007237646422770123","0.00007237646422770123","0.00007237646422770123","","","true"
"30","221.6766963334133","97.64285916826616","4.922265148194503","-0.30754311932801587","0.06140000000000001","0.05720000000000003","0.0656","1400","0.0003563739985567312","0.0003563739985567312","0.0003563739985567312","30_29:0.006206079415759069","30_29:660","true"
"31","205.8787570982428","169.3528271020588","4.839771534721764","-0.3084406817400851","0.007000000000000006","0.006399999999999961","0.0076","1400","0.00020192261694931043","0.00020192261694931043","0.00020192261694931043","31_30:0.006264120860502542;31_32:0.007328935590918351","31_30:660;31_32:660","true"
"32","382.870163940713","139.64035391937068","4.66505245485196","-0.30998842157162854","0.012499999999999956","0.015","0.010000000000000009","1400","0.0001216159207516746","0.0001216159207516746","0.0001216159207516746","","","true"
"33","13.168311086331514","11.465564510722581","4.823601220792719","-0.30430713299383766","0.29180000000000006","0.3226","0.261","1400","0.007930143179059082","0.007930143179059082","0.007930143179059082","33_20:0.05402724786870153","33_20:660","true"
"34","397.04633049884364","121.09370476656547","4.804668903142186","-0.3082463291933374","0.01859999999999995","0.0252","0.012","1400","0.0006348312461347159","0.0006348312461347159","0.0006348312461347159","","","true"
"35","303.374529236396","149.99833479395107","4.865279598474133","-0.30823309297517987","0.02540000000000009","0.0198","0.031000000000000028","1400","0.0013724671855950548","0.0013724671855950548","0.0013724671855950548","35_47:0.010235018809481383","35_47:660","true"
"36","390.6418533421005","175.217257709329","4.7302552250262035","0","0.013800000000000034","0.0144","0.01319999999999999","1400","0.00013223855127345827","0.00013223855127345827","0.00013223855127345827","36_32:0.004413086018850904","36_32:660","true"
"37","209.82806107641204","37.59733765269378","4.936341472350647","-0.3061260220579156","0.011800000000000033","0.0122","0.011399999999999966","1400","0.00022586057758039503","0.00022586057758039503","0.00022586057758039503","37_52:0.009932594763357616;37_38:0.006323977318262092","37_52:660;37_38:660","true"
"38","285.5555692051806","157.22859337435804","4.812936669657763","-0.3090441982328432","0.041100000000000025","0.026","0.05620000000000003","1400","0.00018584672441054444","0.00018584672441054444","0.00018584672441054444","","","true"
"39","284.7819189011281","91.32744028954282","4.69973037651061","-0.3088854355334065","0.016799999999999926","0.008399999999999963","0.0252","1400","0.0002607559465890165","0.0002607559465890165","0.0002607559465890165","39_33:0.0330909199528317;39_38:0.009614886260926353","39_33:660;39_38:660","true"
"40","212.01218821640464","4.826826120992636","4.892200840118518","-0.30769778101539386","0.005900000000000016","0.006199999999999983","0.0056","1400","0.0003500173233005215","0.0003500173233005215","0.0003500173233005215","40_41:0.005854541512757355;40_39:0.005996502100565959","40_41:660;40_39:660","true"
"41","204.65246394773453","86.07493209599753","4.9939502560928855","-0.30666988456443384","0.036599999999999966","0.0312","0.04200000000000004","1400","0.00025225336489057346","0.00025225336489057346","0.00025225336489057346","","","true"
"42","186.0909246530688","4.984175015609047","4.7892618737402","-0.3092189965130921","0.006000000000000005","0.00539999999999996","0.0066","1400","0.0003473933326988276","0.0003473933326988276","0.0003473933326988276","42_41:0.005551821515684535;42_43:0.0029392013033576747","42_41:660;42_43:660","true"
"43","379.12598010385256","207.66344167325528","4.930806666530655","-0.3075347075601374","0.018199999999999994","0.006399999999999961","0.03","1400","0.0001673535737207008","0.0001673535737207008","0.0001673535737207008","43_34:0.00825065311625206;43_44:0.0038447875389993613","43_34:660;43_44:660","true"
"44","370.80985264631784","16.74988605554543","4.826610506960383","-0.30878481550927667","0.011499999999999955","0.0104","0.012599999999999945","1400","0.00015757383699828027","0.00015757383699828027","0.00015757383699828027","","","true"
"45","150.74833305124974","168.09995732362287","4.924046041211569","-0.3071097576761717","0.04310000000000003","0.0604","0.025800000000000045","1400","0.001191926865087654","0.001191926865087654","0.001191926865087654","45_54:0.011266584020485804;45_46:0.008095097157058445;45_44:0.00831912391659223","45_54:660;45_46:660;45_44:660","true"
"46","337.6041068216435","60.13808925834868","4.853322100672041","-0.30865419833002966","0.15969999999999995","0.15580000000000005","0.1636","1400","0.00018381047178523712","0.00018381047178523712","0.00018381047178523712","46_47:0.003349150085237257","46_47:660","true"
"47","256.4790074440552","36.10441693358048","4.797723835203683","-0.3090685843813135","0.0121","0.0124","0.011800000000000033","1400","0.00026856590676508816","0.00026856590676508816","0.00026856590676508816","","","true"
"48","374.9130632785394","179.41476439107322","4.8737460138551505","-0.30796966519372043","0.027800000000000047","0.029200000000000004","0.0264","1400","0.00030710613902777364","0.00030710613902777364","0.00030710613902777364","48_47:0.007424681080151069;48_49:0.03910666922395836","48_47:660;48_49:660","true"
"49","181.07336442663382","6.666009754277233","4.842867049190082","0","0.030200000000000005","0.0372","0.0232","1400","0.001994102555853774","0.001994102555853774","0.001994102555853774","49_50:0.009032578914987599","49_50:660","true"
"50","154.97957918542312","5.784694217897092","5.003740077041839","-0.30572919884522587","0.036599999999999966","0.03200000000000003","0.0412","1400","0.0025704630023376924","0.0025704630023376924","0.0025704630023376924","50_51:0.00692414080654466","50_51:660","true"
"51","173.07808652771695","29.974038504152556","4.932001197833416","-0.30616136401130345","0.030299999999999994","0.0308","0.02980000000000005","1400","0.00019549090605954482","0.00019549090605954482","0.00019549090605954482","51_36:0.00589194053776132","51_36:660","true"
"52","246.0008221763263","54.714712070311116","4.977920464799499","-0.30556697106388314","0.02300000000000002","0.028800000000000048","0.0172","1400","0.00030107316489730817","0.00030107316489730817","0.00030107316489730817","52_56:0.011456975477288911","52_56:660","true"
"53","267.7701700318353","7.851988594619284","4.8488211106336765","-0.3075268753502783","0.02859999999999996","0.0086","0.04859999999999998","1400","0.00027591547256941633","0.00027591547256941633","0.00027591547256941633","53_41:0.004894766849311588","53_41:660","true"
"54","314.7818850874554","119.24099888799029","4.878346028211266","-0.3069458254441859","0.006299999999999972","0.00880000000000003","0.0038","1400","0.0003367915856567902","0.0003367915856567902","0.0003367915856567902","","","true"
"55","68.51063447639137","6.281758298906744","4.907279287364193","-0.3073215185005289","0.03170000000000006","0.03639999999999999","0.027","1400","0.0021746565952335322","0.0021746565952335322","0.0021746565952335322","55_49:0.00494359612882217","55_49:660","true"
"56","99.55408572933449","72.0234660256783","5.115914805717228","-0.3040137770050246","0.02410000000000001","0.028000000000000025","0.0202","1400","0.00030255893852655175","0.00030255893852655175","0.00030255893852655175","","","true"
"57","243.33767047036346","72.59117870289695","4.9693605047470255","-0.30548036357040764","0.009099999999999997","0.007000000000000006","0.0112","1400","0.00025327322363619283","0.00025327322363619283","0.00025327322363619283","57_56:0.009004903981002843;57_58:0.006405686074976075","57_56:660;57_58:660","true"
"58","349.31059811782234","177.52145977104357","4.7372964344177495","-0.3112562293028337","0.09620000000000006","0.0766","0.1158","1400","0.00010925250489916247","0.00010925250489916247","0.00010925250489916247","58_71:0.003232269324781545","58_71:660","true"
"59","333.05897599810044","271.2378396599365","4.901521067874409","-0.3070516806225324","0.016000000000000014","0.01539999999999997","0.0166","1400","0.00014934009295078883","0.00014934009295078883","0.00014934009295078883","59_58:0.005492463161682226;59_60:0.004880617921599523","59_58:660;59_60:660","true"
"60","311.43494414082585","313.509849968174","4.9376921083093555","-0.3069452313257832","0.03749999999999998","0.04479999999999995","0.0302","1400","0.00024835831080089664","0.00024835831080089664","0.00024835831080089664","60_53:0.005361715873607148","60_53:660","true"
"61","323.8517871609786","245.95364843735564","4.8641761578146925","-0.3089108825350579","0.30499999999999994","0.5","0.11","1400","0.0058757492374876385","0.0058757492374876385","0.0058757492374876385","61_60:1;61_62:1","61_60:660;61_62:660","true"
"62","415.2304132538791","230.2977911682666","4.650875886286383","-0.311771769762377","0.015199999999999991","0.02200000000000002","0.0084","1400","0.00030960976886615","0.00030960976886615","0.00030960976886615","62_72:0.005824724983942181","62_72:660","true"
"63","376.4736488600334","127.39644985601916","4.882155081976067","-0.3077224207866349","0.00770000000000004","0.0052","0.010199999999999987","1400","0.0003636903767540069","0.0003636903767540069","0.0003636903767540069","63_62:0.00806219963014565","63_62:660","true"
"64","136.9939406651387","81.48218933336582","4.95618536919294","-0.3072535034857098","0.007900000000000018","0.009600000000000053","0.0062","1400","0.0003317138523000921","0.0003317138523000921","0.0003317138523000921","64_54:0.1776635887128949;64_63:0.017479117649639192","64_54:428;64_63:660","true"
"65","277.4944963038581","153.0922078827411","4.761277054522103","-0.30847551722691047","0.017199999999999993","0.0168","0.01759999999999995","1400","0.00012293947079227582","0.00012293947079227582","0.00012293947079227582","65_64:0.008234731978582516","65_64:660","true"
"66","274.1300768230606","4.253355105237225","4.946826025473652","-0.2827533936570362","0.07830000000000004","0.0664","0.09019999999999995","1400","0.0035664748252093705","0.0035664748252093705","0.0035664748252093705","66_73:0.017626437130698586;66_65:0.01597052678013977","66_73:660;66_65:660","true"
"67","382.44155253828274","5.083470494181158","5.04264037665611","-0.30553261906714385","0.06589999999999996","0.0658","0.06599999999999995","1400","0.002299583711880191","0.002299583711880191","0.002299583711880191","67_66:0.06365016313311644","67_66:660","true"
"68","166.60433507106438","2.928141283393033","5.128288171594904","-0.3037249053723611","0.07380000000000009","0.0754","0.07220000000000004","1400","0.00564384878964364","0.00564384878964364","0.00564384878964364","68_67:0.005494692517062;68_69:0.006794877537445454;68_55:0.09570483623454347","68_67:660;68_69:660;68_55:660","true"
"69","302.74182150684834","4.021095981137678","5.073632376133705","-0.303766875764741","0.03359999999999996","0.0356","0.03159999999999996","1400","0.003926354452101918","0.003926354452101918","0.003926354452101918","69_70:0.015501335604295396","69_70:660","true"
"70","157.06012351036685","4.954212087019923","4.875305151552305","-0.30702041690984844","0.11450000000000005","0.11099999999999999","0.118","1400","0.004999489953507933","0.004999489953507933","0.004999489953507933","","","true"
"71","337.7268321650772","243.05809156668684","4.8266077302435235","-0.3088117820479275","0.010499999999999954","0.009199999999999986","0.0118","1400","0.00008571546808047179","0.00008571546808047179","0.00008571546808047179","71_77:0.0065232433062564765","71_77:660","true"
"72","118.22116650058584","163.9318433559269","4.828031200969254","-0.30825371875747126","0.025000000000000022","0.0272","0.022800000000000042","1400","0.000657935975510883","0.000657935975510883","0.000657935975510883","","","true"
"73","217.47774921115416","84.46287654001605","4.874096004062917","-0.3077336334044076","0.009500000000000064","0.011199999999999988","0.0078","1400","0.00029314576069018426","0.00029314576069018426","0.00029314576069018426","","","true"
"74","142.91101707191265","110.36853043263842","4.717476058443216","-0.30924481406023596","0.04580000000000006","0.045399999999999996","0.0462","1400","0.00025661838373026253","0.00025661838373026253","0.00025661838373026253","74_70:0.04833163138088867","74_70:660","true"
"75","263.76821197561395","110.02341960508913","4.915092543922208","-0.3067429768189127","0.037900000000000045","0.04400000000000004","0.0318","1400","0.00017505418301100607","0.00017505418301100607","0.00017505418301100607","75_76:0.005179650533212843","75_76:660","true"
"76","215.14644723497355","252.32571590223245","4.861169497134713","-0.30806771434897606","0.015700000000000047","0.0154","0.016000000000000014","1400","0.00013830797508078256","0.00013830797508078256","0.00013830797508078256","76_77:0.004265860304105945","76_77:660","true"
"77","199.03134755170382","142.3756549898927","4.720506202189521","-0.3106297524124092","0.19989999999999997","0.1908","0.20899999999999996","1400","0.00015129790304866812","0.00015129790304866812","0.00015129790304866812","","","true"
"78","409.04292921485853","215.80277551033475","4.898514156373887","-0.3075239620356322","0.030299999999999994","0.0352","0.025399999999999978","1400","0.0001827243256109765","0.0001827243256109765","0.0001827243256109765","78_79:0.003392635901505764;78_77:0.004426996928751287","78_79:660;78_77:660","true"
"79","384.94677438808907","288.7205693754895","4.786435336194093","-0.3096601397456687","0.02510000000000001","0.0232","0.027","1400","0.00015346172366575896","0.00015346172366575896","0.00015346172366575896","79_80:0.006569020981115309","79_80:660","true"
"80","117.4674316220325","121.09191343013046","4.850839321443201","-0.3079830471645371","0.08950000000000002","0.08379999999999999","0.0952","1400","0.00035822924824754036","0.00035822924824754036","0.00035822924824754036","","","true"
"81","191.70203701250935","18.614661331972076","5.0085678137475265","-0.28152033709593866","0.13429999999999997","0.13","0.1386","1400","0.0011040140948555797","0.0011040140948555797","0.0011040140948555797","81_82:0.016978563570473643;81_72:0.02450854566136898;81_80:0.02084487532585208","81_82:660;81_72:660;81_80:660","true"
"82","336.11351208829876","199.18782707680953","4.902324184541885","-0.3073208151268094","0.0048000000000000265","0.0050000000000000044","0.0046","1400","0.00025022649099507054","0.00025022649099507054","0.00025022649099507054","","","true"
"83","405.3131659965292","67.58227652200615","5.031211933899175","-0.3063243777084493","0.005299999999999971","0.00539999999999996","0.0052","1400","0.00020724739097228518","0.00020724739097228518","0.00020724739097228518","83_82:0.009247564201109476","83_82:660","true"
"84","294.7638029385227","66.89126170662932","4.8941291815932475","-0.3065902831656614","0.02059999999999995","0.025399999999999978","0.0158","1400","0.000529657586253725","0.000529657586253725","0.000529657586253725","84_83:0.01028131351431194","84_83:660","true"
"85","283.66458791433286","91.22839489888177","4.990808423419116","-0.3065800859785169","0.10166666666666657","0.17666666666666664","0.02666666666666667","1400","0.01345473698312244","0.01345473698312244","0.01345473698312244","85_84:0.01330511852318883;85_73:0.018355405200357805","85_84:660;85_73:660","true"
"86","207.05848798445345","80.72043821280012","4.94374601377771","-0.3060679779681569","0.10499999999999998","0.11","0.09999999999999998","1400","0.0003545367769210074","0.0003545367769210074","0.0003545367769210074","86_85:0.07380046536905993","86_85:660","true"
"87","278.2576551383949","4.577436068772252","4.892865561342034","-0.3071491684732496","0.06789999999999996","0.06779999999999997","0.068","1400","0.002762151916163061","0.002762151916163061","0.002762151916163061","87_93:0.027796186035889153;87_88:0.007394583889716366;87_86:0.030807042924895833","87_93:660;87_88:660;87_86:660","true"
"88","103.35326177292797","83.63311264242721","5.052561811864931","-0.304960394436529","0.005199999999999982","0.0050000000000000044","0.0054","1400","0.0003255624446974844","0.0003255624446974844","0.0003255624446974844","88_89:0.00689020137791968","88_89:660","true"
"89","164.24276288782892","129.1186355262618","4.922654192568273","-0.3066542797849576","0.129","0.12980000000000003","0.1282","1400","0.00015991608668571047","0.00015991608668571047","0.00015991608668571047","89_74:0.007433815670552596","89_74:660","true"
"90","237.78760050492548","237.79045249247665","4.9834869322343485","-0.30538470198551193","0.01739999999999997","0.0162","0.01859999999999995","1400","0.0001508549731435112","0.0001508549731435112","0.0001508549731435112","90_75:0.005252525713551365;90_94:0.004380712316056218","90_75:660;90_94:660","true"
"91","422.3975780435294","218.9649942016241","4.869899462348104","-0.3074936357613819","0.07220000000000004","0.06399999999999995","0.0804","1400","0.00023288932794542078","0.00023288932794542078","0.00023288932794542078","91_79:0.003390089630766785","91_79:660","true"
"92","232.34691244704027","75.96153622371827","4.943520773870928","-0.30629552269162297","0.02079999999999993","0.023","0.01859999999999995","1400","0.00043714688443474334","0.00043714688443474334","0.00043714688443474334","92_83:0.00767845016424748;92_102:0.010876725768170559","92_83:660;92_102:660","true"
"93","139.84044566439988","11.069367808626753","4.654638240494923","0","0.05689999999999995","0.034599999999999964","0.0792","1400","0.002200881229693584","0.002200881229693584","0.002200881229693584","93_106:1","93_106:660","true"
"94","367.94662653287907","339.537017936505","4.892448745997162","-0.3071648351996062","0.009500000000000064","0.010199999999999987","0.0088","1400","0.00015568866769510932","0.00015568866769510932","0.00015568866769510932","94_95:0.004632423557562687","94_95:660","true"
"95","414.61145406823204","119.0758890645291","4.805791009609711","-0.30918254236870346","0.00869999999999993","0.010000000000000009","0.0074","1400","0.00013222214979036152","0.00013222214979036152","0.00013222214979036152","","","true"
"96","218.42825975612095","197.818923118655","4.904950072247252","-0.3075517924661106","0.06730000000000003","0.07040000000000002","0.0642","1400","0.0002220558497586442","0.0002220558497586442","0.0002220558497586442","96_109:0.006863408123429227;96_97:0.03306981846156373;96_95:0.004509448924187365","96_109:660;96_97:660;96_95:660","true"
"97","246.31091320459902","271.0344179976604","4.827924984025771","-0.3077086218539215","0.01639999999999997","0.027200000000000002","0.0056","1400","0.001812789592361004","0.001812789592361004","0.001812789592361004","97_98:0.17390828039345907","97_98:660","true"
"98","421.83210540065323","32.38412375489442","4.931864096779245","-0.3071662914424166","0.009000000000000008","0.006800000000000028","0.0112","1400","0.00017639836791229956","0.00017639836791229956","0.00017639836791229956","98_91:0.004360636387435751","98_91:660","true"
"99","261.0038941188616","206.32266402883155","4.847713695220322","-0.3073928429952756","0.007600000000000051","0.0068","0.008399999999999963","1400","0.00017628295901205826","0.00017628295901205826","0.00017628295901205826","99_98:0.005004769147470528","99_98:660","true"
"100","209.76030210777975","241.72632288129995","5.0382407094997825","-0.305216444060978","0.08150000000000002","0.024","0.139","1400","0.00017934941498570423","0.00017934941498570423","0.00017934941498570423","100_99:0.004993618643552605;100_110:0.005158529926177824","100_99:660;100_110:660","true"
"101","312.39217703022223","252.50404059220628","4.786650542948737","-0.30859022081829135","0.01200000000000001","0.0118","0.012199999999999989","1400","0.00019083551755027248","0.00019083551755027248","0.00019083551755027248","101_102:0.0047988798665958565;101_100:0.0065009550520867265","101_102:660;101_100:660","true"
"102","350.79070326374915","92.06224462380457","4.864151399293656","-0.3079078250736739","0.01649999999999996","0.0208","0.012199999999999989","1400","0.00023065308312863062","0.00023065308312863062","0.00023065308312863062","","","true"
"103","267.3918354622008","62.23804447827023","4.947658189870025","-0.3061106856768402","0.009700000000000042","0.0114","0.008000000000000007","1400","0.00043044411752725533","0.00043044411752725533","0.00043044411752725533","103_102:0.007727192275753997;103_104:0.007858233706817208","103_102:660;103_104:660","true"
"104","339.2657437356508","71.95980558466697","4.82327485853955","-0.30887389224640077","0.052999999999999936","0.0532","0.05279999999999996","1400","0.00019225974301782589","0.00019225974301782589","0.00019225974301782589","104_111:0.030783527878113753;104_105:0.005627202856364977","104_111:660;104_105:660","true"
"105","361.1067302708354","97.96897697433852","4.923681022347449","-0.30744604347870486","0.05920000000000003","0.04300000000000004","0.0754","1400","0.00015055981529364098","0.00015055981529364098","0.00015055981529364098","105_106:1","105_106:660","true"
"106","33.118004991713164","127.2276491792076","4.833835391366063","0","0.20189999999999997","0.39039999999999997","0.0134","1400","0.06257514738159053","0.06257514738159053","0.06257514738159053","106_107:1","106_107:660","true"
"107","379.02851102507407","459.6311858537312","4.737136601209611","-0.3092323185160615","0.026799999999999935","0.0266","0.027000000000000024","1400","0.0001187257800371133","0.0001187257800371133","0.0001187257800371133","","","true"
"108","273.178821482721","283.4207856085072","4.848576896824552","-0.30758756009823","0.018000000000000016","0.0204","0.015599999999999947","1400","0.00029392036856546995","0.00029392036856546995","0.00029392036856546995","108_107:0.004501406433630922;108_112:0.007987922880213938","108_107:660;108_112:660","true"
"109","223.59847093394535","70.23780206362645","4.816284510108347","-0.3076224851395677","0.07079999999999997","0.0616","0.07999999999999996","1400","0.00020144016690451904","0.00020144016690451904","0.00020144016690451904","109_114:0.005698885654755376","109_114:660","true"
"110","209.75237847649038","245.70231070206907","4.932469698221393","-0.30654326919776725","0.09666666666666668","0.050000000000000044","0.14333333333333334","1400","0.0002531463486096686","0.0002531463486096686","0.0002531463486096686","110_118:0.01170912619096623","110_118:660","true"
"111","107.25220059154852","7.719766634735094","4.780973488809735","-0.27459033814679856","0.040999999999999925","0.03059999999999996","0.0514","1400","0.0043627864400967425","0.0043627864400967425","0.0043627864400967425","","","true"
"112","304.1342236343626","278.49119345624456","4.758018591371909","-0.30947821505202616","0.010599999999999943","0.015199999999999991","0.006","1400","0.0002778586463388209","0.0002778586463388209","0.0002778586463388209","","","true"
"113","296.6874093067413","345.0322104624833","4.878155370395161","-0.3074886323823703","0.025399999999999978","0.0324","0.018399999999999972","1400","0.00012730458962497906","0.00012730458962497906","0.00012730458962497906","","","true"
"114","179.3593587405928","58.09962978570819","4.956604194126328","-0.3061319026371913","0.009700000000000042","0.010600000000000054","0.0088","1400","0.00020840939369579006","0.00020840939369579006","0.00020840939369579006","114_115:0.007016795794571068;114_113:0.005647068100281094","114_115:660;114_113:660","true"
"115","280.9681144327007","207.19980596680344","4.861280688741173","-0.3074906249301007","0.010499999999999954","0.0086","0.012399999999999967","1400","0.00011348183336645109","0.00011348183336645109","0.00011348183336645109","115_116:0.009805589131724246","115_116:660","true"
"116","141.91040409974065","244.54620430640773","4.925782722130185","-0.30611575224355886","0.04530000000000001","0.0494","0.0412","1400","0.0002625592058406104","0.0002625592058406104","0.0002625592058406104","116_117:0.008825365445914335","116_117:660","true"
"117","299.32313102149504","20.78050687591176","4.826820408666521","-0.307647357570589","0.050000000000000044","0.04","0.06000000000000005","1400","0.0005043264749843955","0.0005043264749843955","0.0005043264749843955","117_118:0.013623887325498768","117_118:660","true"
